review,rating
cek saldo lebih mudah,5
ok,2
top,5
bagus,5
"setelah update malah gak bisa login, agak lain",3
bravo,5
sangat 2bagus,5
sangat membatu,4
puas sekali,5
ok,5
Aplikasi error,1
terimakasih,5
mantap,5
bagus sangat bagus,5
"masalah saat login, masalah saat pengkinian data, banya kendala di aplikasi jmo mohon di perbaiki.🙏",4
di tunggu,5
bagus,5
"app eror, perbaiki lg min... apalagi ada saldo jht pekerja jangan sampai hilang karena kesalahan sistem",1
Mempermudah Karyawan untuk mengetahui informasi yang diperlukan,5
KENAPA PASSWORD SAYA SALAH TERUS? SUDAH SAYA INSTALL ULANG MALAH APLIKASINYA TIDAK TERBUKA MALAH MUNCUL LAYAR PUTIH TOMBOL IJO PLAYSTORE TERUS? APA SUSAH TIDAK BISA DIGUNAKAN DI HP OPPO A1K / SEDANG ERROR?,1
"agak mumet,tapi alhamdulillah setelah sekian lama,akhirnya bisa juga",4
baik,5
"aplikasi pemerintah selalu payah 1 sehat, ini lagi 😡. ganti password ada kesalahan. gimana ni IT nya?",4
"saya mau login, kok ndak bisa padahal email dan pasword sudah benar,",5
mudah inpormasi,5
terlalu banyak pembaruN...,1
mantull,5
mantap,5
ini gimna aplikasi udah kekatornya dibenerin eh log out berulang sendiri dan ga bisa login lagi. Mlah ada Maslah ga betul informasi dan pastikan internet padahal pasword dan email udh benar parah,1
"di buka eror Mulu ,, banyak yg ngeluh tp GK respon dr pihak JMO . bnyak yg ngasih ulasan kritis & negatif tp GK ada tanggapan. bnyak yang ngasih bintang 1 ttp GK ada perubahan . payah JMO nih 😠",1
susah banget pengkinian data kek lemot banget jaringan nya tolol,1
"lagi trouble ya jmo,,mau login tidak bisa,, padahal username dan password sudah sesuai",5
bagus,5
aplikasi gak jelas loading mulu,1
ko mau cek saldo GK bisa bisa ya GK tampil semenjak diupgrade yg terbaru?,3
Apk macam apa ini ? kok tiba² gk bisa di akses saldo jmo kita 🤐,1
update bukane tambah bagus malah tamba burik jmo.😡,1
Sangat Membantu Peserta,5
kenapa di update malah ga bisa login,1
kok gak bisa login ya sudah ganti password pun tetep gak bisa login,4
ko setiap cek saldo knp selalu muncul periksa koneksi trus.. padahal jaringan bagus,1
apk gajelas minta di update padahal ga ada update,1
lah ini kenapa kok mau log in susah x.. yg tidak trdaftar lah. yg gagal krn koneksilh. padahal paket bnyak sinyal full. apa masalah nya ini.. udah di riset sandi. msh aja gagal masuk,3
"aplikasi nya gini banget sih... email bener.. pswrd jg bener, tp ga bisa masup.. tiba tiba 3x salah suruh ke kantor cabang...PAYAH",1
payah mau cek saldo pensiun aja ngk bisa aneh,1
wah tidak bisa login padahal email dan kata sandi sudah benar aplikasi error makin lama makin gak jelas,1
habis update koq malah akun gak di temukan. gimana ini konsep ceritanya,3
sangat membantu,5
"ini JMO kenapa ya, stelah update, malah error error terus, sbelum nya aman aman aja, ada apa ini ?? tolong di perbaiki",3
"parah, malah gabisa dibuka akunnya",1
"insyaAllah membantu para pekerja, dan mohon maaf bapak/ibu yg membuat aplikasi ini. baru baru ini saya pas coba login, tidak bisa login terus, padahal email dan password sudah sesuai, jaringan internet juga bagus. mohon untuk di perbaiki agar dapat dengan mudah di akses oleh para pemilik akun. terima kasih",5
"Mohon Aplikasi diperbaiki lagi... mau login sulit... ket jaringan internet,padahal sudah ada paket data dan juga wifi.. Terimakasih",4
"JMO malah ndk bisa login setelah beberapa bulan gk dipakai, login email & password sdh benar ehh Ndak bisa masukk.. , ANEHHH..., inisiatif ganti password baru.., eeehh malah GK bisa login jga...., PARAAHHH JMOO CCUKKK...,",1
kenapa ngak bisa di buka,5
Sangat membantu,5
"Lemotttt. jaringan bagus malah di suruh pastikan jaringan internetnya, mau cek saldo aja susahh",1
angel dibukak,1
parah padahal email sm pss bener kagak bisa masuk masuk sampe reset pass juga gak bisa masuk masuk.. harus ke cabang aplikasi gak guna,1
ga bisa login knp ya?,1
"cek saldo jht tidak bisa,, di liat riwayat gaji masuk gak sesuai gaji saya cuman 2,8 juta tapi di tulis di riwayat di aplikasi gaji masuk 3,6 apa pula maksudnya itu..",2
apk jamput tiba2 gk bisa di buka asu,5
"setelah di update, kenapa saya tdk bisa login ya",4
setelah di update knpa gak bisa login,1
hmmm saya gak pernah ganti pasword sama email kenapa.gak bisa masuk,1
curiga ada yang main.pas update gabisa masuk.status jadi non aktip ada apakah jmo?jadi gabisa masuk samape reset sandi berkali kali,1
aplikasi nya gak guna... buat cek saldo aja susah... jaringan terputus terus... padahal download aplikasinya saja cepet.. otomatis jaringan internet bagus.. masa pas cek saldo gak muncul2....,1
baru memakai semoga bermanfaat,5
"setelah di update malah gak bisa login, padahal email dan pasword sudah benar... kenapa jadi begini.",1
Diperbarui malah gak bs dibuka,5
saya sudah perbaharui tapi kalau mau masuk selalu di mintak di perbaharui sehingga tidak bisa masuk tolong di perbaiki,2
aman lancar,5
Banyak errornya,2
"ini gimana padahal jaringan aman gabisa login, tolong dibenerin lagi apknyaa, jmo itu penting! hadehhhh makin kesini makin kacau",1
gabisa login ...pdhl selalu update,1
"aplikasi busuk, mau ganti no hp aja sms code nya nggak masuk"", mau login aja masih sering eror, fasilitas negara emg kagak ada yg bikin puas, lol",1
"saya mengalami gangguan untuk login, selalu akun tidak temukan, coba reset password juga tetap sama alasannya. ini kenapa yah sekarang JMO jadi susah di akses gini ?",5
Tolong atasi permasalahan sandi . sandi saya sudah benar tetapi tidak bisa masukk,1
"Aplikasi aneh setelah Update malah banyak bug, tolong segera diperbaiki. bagaimana bisa aplikasi sekelas nasional malah malfungsi. tolong harap sangat segera diperbaiki, agar tidak bertele-tele...",1
ini apk kenapa sih . . mau log in kata sandi salah Mulu . padahal udah bener sandi nya . . niat ganti sandi malah ada balasan pastikan email anda benar .. benerin dong apk nya .,3
👍⭐⭐⭐⭐,5
"Setelah UPDATE akun saya LOGOUT dan Setelah saya masukan email notif nya ""EMAIIL BELUM TERDAFTAR"" saya masukan nomor KPJ juga di bilang BELUM TERDAFTAR. lah ini saya PESERTA PERUSAHAAN (PPU)",1
"setelah baca ulasan ternyata sama. masalah login padahal email sdah benar Das password, masalah kedua internet tidak terhubung padahal internet lancar. perlu perbaikan . terimakasih maaf aku kasih bintang satu dulu karna tidak sesuai dengan harapan",1
jangan2 MAU DI KORUPSI LAGII,1
aplikasi b4di.. mau login ngk bisa... konottt,1
ati2 APK asli pemerintah Konoha ....gak jelas.....rata banyak keluhan .... user name dan password benar...tapi tetap tidak bisa login....ini apk resmi pemerintah Konoha,1
aplikasi tolol,1
jangan dikit² perbarui lah Bru kmrn download skrng perbarui lagi,1
"sangat membantu sekali, sukses buat JMO",3
"Setelah Update Mau Login Aja Susah. Informasi Login Tidak Sesuai Mulu, padahal Email dan Password sudah benar dan jaringan internet juga bagus. Emang dasar aplikasi nya aja yg gak beres.",1
setelah pembaruan kok malah ga bisa login ya aneh,2
"makin update makin rusak . sandi sama email sudah benar . malah dikatain salah . semakin lama makin error ni aplikasi , bukan nya lebih baik , malah makin rusak",1
"knp sih susah sekali login ??? email & psswrd auto kok bisa²nya tidak sesuai,,3x mlh kena blokir....",2
"saya sudah benar memasukkan akun dan sandi, tetapi selalu dibilang salah. saya cek akun sudah benar, terdaftar. tetapi tidak bisa membuka aplikasi ini, ribet. tolong diperbaiki aplikasinya,",2
tambah gak jelas aja nih Apk.?,1
jangkrek !!!!! kata sandi email wes sesuai ijk muni tidak di temukan . wes ubah kata sandi ijk mengkono ....,1
"masa saya sudah berhasil buat akun. tiap mau login, muncul notif profil tidak atau email pasword tidak sesuai. setelah saya klik lupa akun atau lupa sandi, sudah berhasil sandi update. mau login lagi. masih muncul notif email sandi tidak sesuai. aplikasi kok aneh.",2
"Akun jmo saya kenapa kok pas saya buka e-mail atau kata sandi salah, padahal dari dulu gak pernah saya ubah e-mail sama kata sandi nya, mohon pihak JMO segera atasi masalah ini.",4
"aplikasi terburuk yang pernah saya download, bug terus, mau pengkinian data susah banget, keluar2 terus, mau klaim juga susahnya minta ampun, ITnya dibayar ga sih buat aplikasi ini, coba conton perusahaan lain, aplikasinya ga se susah ini!!!!",1
sangat membantu,5
gak pernah ganti sandi pas mau masuk ktanya gak sinkron masuk ke lupa sandi ganti sandi baru masih sama eror kena blokir,3
sangat baik dan bagus,5
terbaik,5
diperbarui malah gak bisa masuk...,1
"aplikasi semakin tidak jelas, login gagal terus, padahal email dan pasword benar, sudah reset pasword awal mula bisa, setelah itu tidak bisa lagi. Bukan semakin mudah malah semakin sulit.",1
"email dan password bener,tapi katanya salah.coba lagi,katanya email tidak ditemukan.padahal tadi malam bisa login.tiba2 hilang akunnya.gimana toh?",1
apk sangat buruk seperti pelayanan di kantornya smua pelayanan buruk,1
MANTAPPPP,5
bagus,5
👍👍👍,5
"gajelas sekarang jmo,, kemaren bisa dibuka sekarang gabisa... padahal email sama sandi udah benar tetep ajah dibilang gak susuai... kecewa",3
mau login aja di persulit setelah di update,1
cras mulu,3
ok,5
ini kenapa disaat saya mengklik BSU kok mlah jadinya halaman tak tersedia y?,5
"bagus, tapi kadang suka error",4
"ini jmo kenapa ya ? akun sudah ada , kenapa mau log in data tidak di temukan trus .",1
sangat membantu kami karyawan,5
mulai ribet nih .. kata sandi sdah benar tapi kok nggak bisa masuk. akhirnya nggak bisa d buka .. hdewwww,2
apl buatan negeri konoha emang kacau,1
"per tgl 11/6/2025 apk nya error, email dan password sudah benar tapi gak bisa login, ujung-ujungnya malah keblokir setelah 3 kali percobaan login. Tolong perbaiki apk nya !!!",5
ok,5
log out sendiri dan sudah masukin password dan e-mail yang benar malah gak bisa. hadehh,1
sip banget,4
"katanya lebih cepat lebih mudah , nyatanya mau masuk aja disuruh update terbaru giliran Udah di-update gak bisa masuk ( bermasalah ) padahal email dan kata sandi bener ttp aja gak bisa masuk",4
👍👍👍bgus,5
susah loginnnnnn,1
"saya punya 2 akun, kedua""nya tidak bisa login dengan keterangan akun profil tidak tersedia .. ini kenapa dah padahal sebelumnya login bisa"" aja, skrg kok gini? aplikasinya kena hack kah?",1
"cuma aplikasi ini yang setiap di buka harus ganti pasword, apa apa di bikin mudah, bukan susah.",1
eror gak bisa d buka,1
"Setelah diupdate koq jadi gak bisa Login? ""Informasi Login tidak sesuai"". padahal sudah memasukkan alamat email dan password dengan benar . mohon penjelasanya, ini bagaimana?",5
sdaaplod aplikasi tapi tidak bisa di buka,5
good,5
"aplikasi belum siap pakai jangan diterbitkan. sistem rusak. email dan password sudah benar, tetep saja tidak bisa login. setiap mau login harus reset password dulu. dan masih banyak lagi permasalahan lainnya.",1
"SETIAP MELAKUKAN PENGKINIAN DATA KOK SELALU ERROR ADA KESALAHAN TERUS, TERUS AJA BGTU!!!",1
mantap,5
"tolong segera di perbaiki mind, g enak setiap saat selalu gagal login padahal sudah berkali kali saya masukan lupa akun, lupa sandi sudah di masuk kan dengan email dan id yg bnar dengan kata sandi baru sama saja gagal teruss. membuat saya bingung. mohon di bantu untuk di perbaiki agar lebih baik lagi mind. terimakasih",2
Aplikasi mempermudah control dan pengawasan utk dana yg tersimpan dalam kondisi aman dan terlindungi.,5
apa perlu saya buatkan aplikasi yang layak? situs pemerintah busuk semua masa cuma masalah salah data tanggal lahir aja haru bolak balik minta ini itu wkwkwkwkwk pantes kena hack mulu,1
ko gak bisa login ya,2
"hari ini saya update kembali app JMO saya alhasil setelah update app malah tidak dapat login kembali, mohon dapat solusi 😭😭",3
ok,5
"tolong ya aplikasih dr kmaren ga bisa login ,klo ada apa"" info lewat email jngn ga jelas kaya gini !",1
sangat membantu,3
"maksudnya apa ya? kok saya gak bisa login, udah ganti sandi juga tetap gak bisa login. tadi pagi masih bisa login, ini dicoba lagi sore kok gk bisa? tolong lah, jgn menyusahkan gini",1
good,5
saya kasih bintang 3 karna aplikasi masih buruk,3
"gak bisa login, padahal e-mail dan sandi udah benar... aneh apk ghaib. ampassss",2
aplikasinya selalu error saat mau digunakan,3
membantu,5
mnatap,5
good,5
"ni kenapa ya aplikasinya,, koq error error gni,, terus saya mau login,, akun tidak terdaftar,, padahal ni ni email akun biasa saya pakai",5
"yaAllah ihhh jmo kenapa sih jelek banget apknya kata sandi udah bener gabisa masuk pas udah daftar bilangnya informasi salah, akun ga ditemukan pusing bangt",1
pelayanan memuaskan,5
"1 bintang saja, semakin kesni semakin ribet buat klaim JHT nya. ribet..ribet ...ribet dan ribet. buat apa di pakai apl ini tapi mau upload foto diri, NPWP, KTP, No KJP dll saja tidak bisa.. 🙃🙃🙃🙃",1
"kenapa jam sostek saya tidak bisa login , terus sekali login cek saldo , non aktif , dan terus centang hitam , gak centang ijo, tolong beri alasan nya kenapa itu min",5
good,5
Aplikasinya bukannya mempermudah malah mempersulit,2
waduh setelah di update ga bisa login. malah disuruh ke cabang terdekat.,3
APK BUSUK DIPERBARUI MALAH BUSUK,1
semakin d update semakin berat.. salah paswodd terus kta x. pdahal sdh benar..,4
entah gimna akun saya tidak bisa login padahal sandi sama Gmail nya sudah benar,2
aplikasi JMO dapat digunakan dengan baik,5
"Kenapa aplikasi aplikasi pemerintah indonesia banyak error yaa, sangat jauh dibandingkan swasta.. Mau sampai kapan indonesia terus seperti ini. padahal didalamnya orang pintar semua yang lulus seleksi berjilid-jilid.",1
kenapa setelah update malah gak bisa login.... Gmail dan pasword sdh benar... gimana solusi nya ??,5
ngeleg,1
"ini gimna udh d update malah eror, kirain jaringan saya yg eror, udh berkali kali bikin pasword baru malah sama gk bisa buka tolong laah perbaiki lgi",1
bgus cuma seirng update dan skrng sya tdk bsa cek jht sya,5
bagus,5
bpjs good,5
"lemot banget sih,mau cek saldo aja loading nya lama banget,aku pake wifi loh,aplikasi lain aja pada cepet bukanya lah ini lemot banget sampe gak terhubung terus,perbaikilah!",1
"aneh salah password terus atau akun tidak ditemukan,padahal udah bener,sejak di update jadi error bukannya makin baik",5
sangat membantu dan bermanfaat.............tttttttt.t.t.t....,5
"tiba-tiba banget JMO nya salah kata sandi udah di masukin kata sandi yang bener malah nggak bisa di buka JMO lagi kenapa dah,? tolong diperbaiki aplikasi nya",5
"Aplikasi terburuk! akun logout sendiri saat mau login ulang malah banyak alasan pertama coba katanya kata sandi tidak sesuai, setelah coba kedua kali untuk reset kata sandi baru alasannya profil tidak ditemukan, coba ketiga kali buat instal ulang dan login lagi malah koneksi internet error padahal buka aplikasi lainnya lancar tanpa kendala. Buatan pemerintah emang seburuk ini kah?",1
punya saya ga bisa login min,5
bagus,5
susah,1
aplikasi sampah.. minta diupdate malah ga bisa masuk akunnya.. padahal username sama password sudah sesuai..,1
memudahkan bagi kami,5
"malah gak bisa login sampai gagal 3x bilang nya pasword salah padahala gak ada merubah pasword dan juga malah di suruh kekantor cabang, knpa ini apk, jgn bkin susah lah",2
"aplikasi jmo semenjak update susah skali untuk login,pdhl sandi udah bner tp gk bs masuk anehhhhh!!!!. sampai sy reset sandi pun tetep gk bs login kok jd susah gini kcau.",2
"Aplikasi t*ikk, pas login ga bisa suruh periksa koneksi internet padahal jaringan lancar, coba uninstall terus install lagi email atau kata sandi tidak sesuai.",1
Tolong diperbaiki mau login email password udh bener malah eror gabisa dibuka!,1
Di perbarui makin gak jelas,2
Bagus sekali,5
"tolonglah untuk pencairan klaim jht dipercepat, saya udh nunggu hampir 1 minggu blum jg cair. kami klaim itu karena kami sudah tidak bekerja lg. jgn dipersulit",1
email dan sandi udah bener bos... tetap ga bisa login.udah q klik login 3 x malah di suruh hubungi cabang kantor terdekat..lha trs gmn ni bos??,3
ramasukkkkk,1
terimakasih sangat membantu sekali,5
aplikasi sampah.🤮,1
"Gurudug aja medsos BPJSTK nya di IG, X, FB pokoknya komplain di medsos nya biar ke baca sama BPJSTK nya",1
update terussss!,3
mantap,2
sesudah diupdate gk bisa cek saldo gimana ini aplikasi JMO??,1
mantap,5
"gimana si ini gak jelas banget, abis di update malah ga bisa login, ,",1
mantap,5
"semoga selalu amanah,dan memuaskan nasabahnya,aamiin",5
mantap jiwa aplikasi jmo,5
bagus cepat ko,5
lama mau logi n,1
login gagal terus. password uda ganti bbrp kali tetap aja dibilang salah ga bisa masuk,1
kenapa sekarang gak bisa login,5
aplikasi ini mempermudah peserta dlm memperoleh informasi ketenagakerjaan,5
password sm email udh benar malah tidak bisa log in,1
"aplikasi tolol, data udah bener semua tapi malah ga bisa masuk",1
"makin sini makin lama pencairan saldo JHT, udah jelas status tidak aktif masih nunggu lagi BLA BLA BLA. permudah aja kan bisa toh? udah nunggu dari tgl 4 Juni, kendala tgl merah dan cuti bersama, skrg dah 2 hari kerja masih belum cair juga, lelet bgt! tahun 2021 aja cuma butuh 30 menit sampe uang masuk ke rekening, ini dah seminggu masih kurang? hadeuh",1
"Mereka ini udah dikasih kerjaan kelola uang rakyat pake aplikasi online bukannya makin efektif dan efisien malah makin oleng, datang ke cabang disuruh ke apk online ini (sering error) trus di lempar lagi ke website, setelah itu verifikasi wawancara nunggu berminggu bahkan berbulan, jadi fungsi digitalisasi apa? makin ribet bertele-tele padahal ngambil hak sendiri, harusnya digital itu sat-set jadi bukan tambah oleng!!",1
ok,5
ok,5
Aplikasi Terbaik berkelas,5
sangat bagus,5
nice,5
tidak bisa downlod,1
"BSU Taik, Gk Cair Cairr, Wkwkwkwk Lawakk",1
sangat puas,5
sangat baik,5
bagus,5
